"scenario","Total Infected 0.95","Total Infected 0.75","Total Infected 0.5","Total Infected 0.25","Total Infected 0.05","scenario","Peak Quarantined 0.95","Peak Quarantined 0.75","Peak Quarantined 0.5","Peak Quarantined 0.25","Peak Quarantined 0.05","scenario","Total Student Infections 0.95","Total Student Infections 0.75","Total Student Infections 0.5","Total Student Infections 0.25","Total Student Infections 0.05","scenario","Total Instructor Infections 0.95","Total Instructor Infections 0.75","Total Instructor Infections 0.5","Total Instructor Infections 0.25","Total Instructor Infections 0.05"
"",52.85,48.25,42.5,36.75,32.15,"",173.4,167.0,159.0,151.0,144.6,"",50.6,45.0,38.0,31.0,25.4,"",6.75,5.75,4.5,3.25,2.25
