"scenario","Total Infected 0.95","Total Infected 0.75","Total Infected 0.5","Total Infected 0.25","Total Infected 0.05","scenario","Peak Quarantined 0.95","Peak Quarantined 0.75","Peak Quarantined 0.5","Peak Quarantined 0.25","Peak Quarantined 0.05","scenario","Total Student Infections 0.95","Total Student Infections 0.75","Total Student Infections 0.5","Total Student Infections 0.25","Total Student Infections 0.05","scenario","Total Instructor Infections 0.95","Total Instructor Infections 0.75","Total Instructor Infections 0.5","Total Instructor Infections 0.25","Total Instructor Infections 0.05"
"",52.05,48.25,43.5,38.75,34.949999999999996,"",177.95,173.75,168.5,163.25,159.04999999999998,"",47.199999999999996,44.0,40.0,36.0,32.8,"",4.85,4.25,3.5,2.75,2.15
